Name,Level,Element,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Item Type,Name No Link,Link
Agate Beads,56,Stone,5,5,5,2,2,4,4,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,1,0,0,0,0,0,0,Necklace,Agate Beads,http://forums2.battleon.com/f/fb.asp?m=18731733
Akriloth's Bane I,23,Fire,3,3,3,0,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Necklace,Akriloth's Bane I,http://forums2.battleon.com/f/fb.asp?m=19088346
Akriloth's Bane II,37,Fire,5,5,5,0,5,3,3,5,3,2,2,2,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Necklace,Akriloth's Bane II,http://forums2.battleon.com/f/fb.asp?m=19088417
Akriloth's Bane III,48,Fire,6,6,6,0,8,5,5,7,4,3,3,3,1,0,0,0,4,-2,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,-2,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Necklace,Akriloth's Bane III,http://forums2.battleon.com/f/fb.asp?m=19088425
Akriloth's Bane IV,65,Fire,9,9,9,0,10,7,7,10,6,4,4,4,1,0,0,0,5,-3,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,5,-3,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Necklace,Akriloth's Bane IV,http://forums2.battleon.com/f/fb.asp?m=19088427
Andazoth's Necklace,58,Stone,3,3,3,7,7,6,6,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,10,1,0,0,0,0,0,0,Necklace,Andazoth's Necklace,http://forums2.battleon.com/f/fb.asp?m=18954488
The Answer,42,Water,4,4,4,0,4,0,4,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,Necklace,The Answer,http://forums2.battleon.com/f/fb.asp?m=20444534
Avalanche Scar,28,Stone,0,0,0,3,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,Necklace,Avalanche Scar,http://forums2.battleon.com/f/fb.asp?m=18157365
Azure Gemmed Necklace,76,Water,9,9,9,3,8,9,9,8,10,1,1,6,1,1,0,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,1,0,0,0,0,0,0,Necklace,Azure Gemmed Necklace,http://forums2.battleon.com/f/fb.asp?m=21728945
Bear Tooth Necklace,11,Nature,1,1,1,0,0,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Necklace,Bear Tooth Necklace,http://forums2.battleon.com/f/fb.asp?m=21971363
Beryl Necklace,25,Stone,4,0,4,2,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,Necklace,Beryl Necklace,http://forums2.battleon.com/f/fb.asp?m=17878516
Bile Protection Amulet,15,Poison,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,Necklace,Bile Protection Amulet,http://forums2.battleon.com/f/fb.asp?m=19895689
Black Pearl Necklace,20,Nature,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Necklace,Black Pearl Necklace,http://forums2.battleon.com/f/fb.asp?m=15970753
Bleached Bear Tooth Necklace,61,Nature,5,5,5,0,0,8,-1,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,Necklace,Bleached Bear Tooth Necklace,http://forums2.battleon.com/f/fb.asp?m=21970849
Blizzard's Breath,5,Ice,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Necklace,Blizzard's Breath,http://forums2.battleon.com/f/fb.asp?m=16715886
Bloodied Chain,73,None,5,5,5,0,0,7,7,8,6,2,2,2,1,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,2,0,0,0,0,0,Necklace,Bloodied Chain,http://forums2.battleon.com/f/fb.asp?m=21990273
Bloody Bat Sigil,41,Darkness,4,4,4,0,0,5,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,Necklace,Bloody Bat Sigil,http://forums2.battleon.com/f/fb.asp?m=21990248
Bloody Bear Tooth Necklace,41,Nature,4,4,4,0,0,6,-1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,Necklace,Bloody Bear Tooth Necklace,http://forums2.battleon.com/f/fb.asp?m=21970784
Blue Ribbon,77,None,10,10,10,10,3,9,10,8,10,2,2,2,0,0,2,0,5,-3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,11,11,0,5,-3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,11,11,0,1,0,0,0,0,0,0,Necklace,Blue Ribbon,http://forums2.battleon.com/f/fb.asp?m=21591094
Borowik's Bane I,30,Wind,1,1,1,0,0,4,4,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Borowik's Bane I,http://forums2.battleon.com/f/fb.asp?m=22339204
Borowik's Bane II,60,Wind,3,3,3,0,0,10,10,6,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Borowik's Bane II,http://forums2.battleon.com/f/fb.asp?m=22339205
Borowik's Bane III,90,Wind,6,6,6,0,0,14,14,10,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Borowik's Bane III,http://forums2.battleon.com/f/fb.asp?m=22339206
Braced Teeth,66,Silver,5,5,5,0,0,4,4,6,8,2,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,Necklace,Braced Teeth,http://forums2.battleon.com/f/fb.asp?m=21310202
Braided Fwendship Necklace,51,Light,0,0,0,5,0,0,0,2,1,1,1,1,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,Necklace,Braided Fwendship Necklace,http://forums2.battleon.com/f/fb.asp?m=22094374
Broken Bear Tooth Necklace,76,Nature,8,8,8,2,2,10,-1,7,5,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,1,0,0,0,0,0,0,Necklace,Broken Bear Tooth Necklace,http://forums2.battleon.com/f/fb.asp?m=21970773
Broken Charm,64,Light,3,3,3,0,0,5,7,6,6,2,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,2,0,0,0,0,0,Necklace,Broken Charm,http://forums2.battleon.com/f/fb.asp?m=21990264
Broken Necklace,24,None,2,2,2,0,0,2,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,Necklace,Broken Necklace,http://forums2.battleon.com/f/fb.asp?m=21920324
Brutus Charm,30,None,3,3,3,0,2,3,-1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Brutus Charm,http://forums2.battleon.com/f/fb.asp?m=19297093
Candy Fwendship Necklace,64,Light,3,3,3,4,0,5,3,6,6,2,1,2,0,1,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,Necklace,Candy Fwendship Necklace,http://forums2.battleon.com/f/fb.asp?m=22094375
Canopic Charm,76,Stone,5,5,8,2,2,9,9,8,7,2,2,2,1,1,1,0,5,-3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11,5,-3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11,1,2,0,0,0,0,0,Necklace,Canopic Charm,http://forums2.battleon.com/f/fb.asp?m=21216232
Cat's Bell I,35,None,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Necklace,Cat's Bell I,http://forums2.battleon.com/f/fb.asp?m=20847603
Cat's Bell II,45,None,2,2,2,0,0,3,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Necklace,Cat's Bell II,http://forums2.battleon.com/f/fb.asp?m=20847648
Cat's Bell III,55,None,4,4,4,0,0,3,0,0,0,2,2,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Necklace,Cat's Bell III,http://forums2.battleon.com/f/fb.asp?m=20847678
Cat's Bell IV,65,None,6,6,6,0,0,4,0,0,0,3,3,3,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Necklace,Cat's Bell IV,http://forums2.battleon.com/f/fb.asp?m=20847776
Cat's Bell V,65,None,8,8,8,0,0,7,0,0,0,5,5,5,2,2,1,0,8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Necklace,Cat's Bell V,http://forums2.battleon.com/f/fb.asp?m=20847777
Cenotaph Key,66,Silver,5,5,5,0,0,4,4,6,8,2,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,2,0,0,0,0,0,Necklace,Cenotaph Key,http://forums2.battleon.com/f/fb.asp?m=21216255
Chain of Clarity,10,Light,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Chain of Clarity,http://forums2.battleon.com/f/fb.asp?m=15095332
Chain of Endurance,10,None,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Chain of Endurance,http://forums2.battleon.com/f/fb.asp?m=16715900
Chain of Teeth,10,None,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Chain of Teeth,http://forums2.battleon.com/f/fb.asp?m=21303824
Charged Cog Chain,22,Energy,2,2,2,0,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Charged Cog Chain,http://forums2.battleon.com/f/fb.asp?m=18953434
Cheesemonger's Gratitude,15,Nature,1,1,1,-2,2,-2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244898
Cheesemonger's Gratitude,25,Nature,2,2,2,-3,3,-3,3,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244899
Cheesemonger's Gratitude,35,Nature,3,3,3,-4,4,-4,4,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244900
Cheesemonger's Gratitude,45,Nature,4,4,4,-5,5,-5,5,4,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244901
Cheesemonger's Gratitude,55,Nature,5,5,5,-6,6,-6,6,5,5,0,0,0,5,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244902
Cheesemonger's Gratitude,65,Nature,7,7,7,-8,8,-8,8,6,6,0,0,0,6,6,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244903
Cheesemonger's Gratitude,75,Nature,9,9,9,-10,10,-10,10,7,7,0,0,0,8,8,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,2,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244904
Cheesemonger's Gratitude,85,Nature,12,12,12,-13,13,-13,13,8,8,0,0,0,10,10,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,2,2,0,0,0,0,0,Necklace,Cheesemonger's Gratitude,http://forums2.battleon.com/f/fb.asp?m=22244917
Cheesy Fwendship Necklace,34,Nature,0,0,0,2,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,Necklace,Cheesy Fwendship Necklace,http://forums2.battleon.com/f/fb.asp?m=22094371
Chef's Cord,0,Fire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Chef's Cord,http://forums2.battleon.com/f/fb.asp?m=15030714
Circle of Nature,38,Water,5,5,5,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,Necklace,Circle of Nature,http://forums2.battleon.com/f/fb.asp?m=16715872
Claddagh Choker,30,None,0,0,0,6,6,3,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,Necklace,Claddagh Choker,http://forums2.battleon.com/f/fb.asp?m=15676297
Cloak Scrap,1,Evil,6,6,6,0,0,2,2,4,5,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Artifact,Cloak Scrap,http://forums2.battleon.com/f/fb.asp?m=21834946
Criosphinx Trinket,46,Silver,2,2,2,0,0,3,3,3,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,Necklace,Criosphinx Trinket,http://forums2.battleon.com/f/fb.asp?m=21216216
Crystal Fwendship Necklace,73,None,5,5,5,4,0,3,7,8,6,2,2,2,1,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,Necklace,Crystal Fwendship Necklace,http://forums2.battleon.com/f/fb.asp?m=22094376
Crystal Necklace,77,Nature,10,10,10,10,3,9,10,8,10,2,2,2,0,0,2,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,11,11,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,11,11,0,1,2,0,0,0,0,0,Necklace,Crystal Necklace,http://forums2.battleon.com/f/fb.asp?m=21372610
Crystal Necklace,72,Energy,8,8,8,0,0,5,5,5,7,6,6,6,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,Necklace,Crystal Necklace,http://forums2.battleon.com/f/fb.asp?m=20422712
Dagaz Runed Pendant,67,Light,5,5,5,0,0,4,4,7,7,0,0,6,0,1,0,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Dagaz Runed Pendant,http://forums2.battleon.com/f/fb.asp?m=21728980
Dark Crystal Necklace,0,Darkness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Dark Crystal Necklace,http://forums2.battleon.com/f/fb.asp?m=15031049
Dark Scarf,10,Darkness,0,0,2,0,3,2,0,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Dark Scarf,http://forums2.battleon.com/f/fb.asp?m=20203032
Dartmoor Fog,39,Water,0,0,0,3,6,5,0,5,3,3,3,3,0,1,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,Necklace,Dartmoor Fog,http://forums2.battleon.com/f/fb.asp?m=17878034
DeathKnight Amulet,40,Darkness,3,3,3,0,0,3,3,2,2,0,0,0,2,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,DeathKnight Amulet,http://forums2.battleon.com/f/fb.asp?m=21828909
Deathknight Pendant,5,Darkness,1,2,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Necklace,Deathknight Pendant,http://forums2.battleon.com/f/fb.asp?m=10595159
Deep Stone,38,Water,5,0,5,0,0,3,3,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Necklace,Deep Stone,http://forums2.battleon.com/f/fb.asp?m=17397295
Defender's Dragon Necklace I,1,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Necklace,Defender's Dragon Necklace I,http://forums2.battleon.com/f/fb.asp?m=6942792
Defender's Dragon Necklace II,5,None,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Necklace,Defender's Dragon Necklace II,http://forums2.battleon.com/f/fb.asp?m=6999844
Defender's Dragon Necklace III,8,None,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Necklace,Defender's Dragon Necklace III,http://forums2.battleon.com/f/fb.asp?m=7065936
Defender's Dragon Necklace IV,12,None,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Necklace,Defender's Dragon Necklace IV,http://forums2.battleon.com/f/fb.asp?m=7065958
Defender's Dragon Necklace V,15,None,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Necklace,Defender's Dragon Necklace V,http://forums2.battleon.com/f/fb.asp?m=7541705
