Name,Level,Element,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Item Type,Name No Link,Link
Darkened Tree Branches,80,Nature,6,6,6,7,7,7,10,7,9,7,7,7,1,1,1,0,4,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Cape,Darkened Tree Branches,http://forums2.battleon.com/f/fb.asp?m=21884720
Death's Dour Mantle,35,Darkness,3,3,3,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,Death's Dour Mantle,http://forums2.battleon.com/f/fb.asp?m=15903710
Death's Mantle,20,Darkness,1,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,Death's Mantle,http://forums2.battleon.com/f/fb.asp?m=19451876
Deathknight Cloak,1,Darkness,1,1,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cape,Deathknight Cloak,http://forums2.battleon.com/f/fb.asp?m=10596088
DeathKnight Cloak,40,Darkness,2,2,2,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,DeathKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=21828940
"Decadere Carcass ""Cape"" I",18,???,2,2,2,3,-1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,"Decadere Carcass ""Cape"" I",http://forums2.battleon.com/f/fb.asp?m=21681869
"Decadere Carcass ""Cape"" II",33,???,3,3,3,4,-1,5,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,"Decadere Carcass ""Cape"" II",http://forums2.battleon.com/f/fb.asp?m=21681872
"Decadere Carcass ""Cape"" III",48,???,4,4,4,5,-1,6,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,"Decadere Carcass ""Cape"" III",http://forums2.battleon.com/f/fb.asp?m=21681873
"Decadere Carcass ""Cape"" IV",63,???,6,6,6,7,-1,8,1,6,4,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,"Decadere Carcass ""Cape"" IV",http://forums2.battleon.com/f/fb.asp?m=21681879
"Decadere Carcass ""Cape"" V",77,???,7,7,7,9,-1,10,2,8,7,8,8,8,0,0,2,0,4,-2,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,4,-2,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cape,"Decadere Carcass ""Cape"" V",http://forums2.battleon.com/f/fb.asp?m=21681882
"Decadere Carcass ""Cape"" VI",80,???,9,9,9,9,-1,11,3,9,7,8,8,8,1,0,2,0,4,-3,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,4,-3,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cape,"Decadere Carcass ""Cape"" VI",http://forums2.battleon.com/f/fb.asp?m=21681884
Defiled Ripper Wings,60,Darkness,7,7,7,0,0,0,0,8,6,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,8,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,8,0,0,0,1,1,0,0,0,0,Wings,Defiled Ripper Wings,http://forums2.battleon.com/f/fb.asp?m=19281671
Depleted Jump Pack,7,None,3,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,Cape,Depleted Jump Pack,http://forums2.battleon.com/f/fb.asp?m=12037207
DewDancer's Wings,30,Light,2,2,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wings,DewDancer's Wings,http://forums2.battleon.com/f/fb.asp?m=16716103
Dewdrop Fairy Wings,5,Light,0,3,3,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,Wings,Dewdrop Fairy Wings,http://forums2.battleon.com/f/fb.asp?m=11208751
Doom Dragon Wings,11,Evil,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155183
Doom Dragon Wings,21,Evil,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155523
Doom Dragon Wings,31,Evil,3,3,3,1,1,2,2,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155595
Doom Dragon Wings,41,Evil,3,3,3,2,2,2,2,4,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155596
Doom Dragon Wings,51,Evil,4,4,4,2,2,2,2,5,-3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155597
Doom Dragon Wings,61,Evil,5,5,5,3,3,4,4,6,-4,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155598
Doom Dragon Wings,71,Evil,6,6,6,4,4,4,4,8,-5,3,3,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155601
Doom Dragon Wings,73,Evil,7,7,7,5,5,5,5,8,-5,5,5,5,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155607
Doom Dragon Wings,76,Evil,8,8,8,6,6,6,6,9,-6,7,7,7,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155609
Doom Dragon Wings,80,Evil,9,9,9,7,7,7,7,10,-7,7,7,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,Wings,Doom Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=22155611
Doom Harvester Wings,40,Darkness,5,5,5,4,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wings,Doom Harvester Wings,http://forums2.battleon.com/f/fb.asp?m=19773788
Doom Wolf Cape I,40,Darkness,5,5,5,0,0,4,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,Doom Wolf Cape I,http://forums2.battleon.com/f/fb.asp?m=19388432
Doom Wolf Cape II,50,Darkness,6,6,6,0,0,5,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cape,Doom Wolf Cape II,http://forums2.battleon.com/f/fb.asp?m=19398826
Doom Wolf Cape III,60,Darkness,7,7,7,0,0,6,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cape,Doom Wolf Cape III,http://forums2.battleon.com/f/fb.asp?m=19398834
Doom Wolf Cape IV,70,Darkness,8,8,8,0,0,7,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cape,Doom Wolf Cape IV,http://forums2.battleon.com/f/fb.asp?m=19398846
Doomed Ripper Wings,20,Darkness,3,3,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,Wings,Doomed Ripper Wings,http://forums2.battleon.com/f/fb.asp?m=19281646
DoomKnight Cloak,1,Darkness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=16605619
DoomKnight Cloak,10,Darkness,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=16624644
DoomKnight Cloak,20,Darkness,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=16624645
DoomKnight Cloak,30,Darkness,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=16624648
DoomKnight Cloak,40,Darkness,5,5,5,0,0,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=16624652
DoomKnight Cloak,50,Darkness,5,5,5,0,0,0,0,1,6,2,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=16624653
DoomKnight Cloak,60,Darkness,5,5,5,0,0,0,0,7,6,3,3,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=16624655
DoomKnight Cloak,70,Darkness,7,7,7,0,0,4,4,7,8,5,5,5,0,1,1,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,2,2,2,2,12,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=17052240
DoomKnight Cloak,80,Darkness,10,10,10,0,0,7,7,10,11,8,8,8,1,2,1,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,5,5,5,5,5,18,5,5,5,5,5,5,5,18,5,5,5,5,5,5,5,5,1,0,0,0,0,0,1,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=18524143
DoomKnight Cloak,90,Darkness,12,12,12,0,0,8,8,10,12,8,8,8,2,2,2,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,7,7,7,7,7,17,7,7,7,7,7,7,7,17,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,Cape,DoomKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=20025805
Dragon Mage Wings I,40,Disease,4,4,4,0,0,6,6,8,3,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,Wings,Dragon Mage Wings I,http://forums2.battleon.com/f/fb.asp?m=21360554
Dragon Mage Wings II,50,Disease,6,6,6,0,0,7,7,9,4,3,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,Wings,Dragon Mage Wings II,http://forums2.battleon.com/f/fb.asp?m=21360556
Dragon Mage Wings III,60,Disease,7,7,7,0,0,8,8,10,5,4,4,4,1,0,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Wings,Dragon Mage Wings III,http://forums2.battleon.com/f/fb.asp?m=21360557
Dragon Mage Wings IV,70,Disease,8,8,8,0,0,9,9,11,6,5,5,5,2,0,1,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Wings,Dragon Mage Wings IV,http://forums2.battleon.com/f/fb.asp?m=21360570
Dragon Spike Cloak,30,Darkness,3,2,3,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cape,Dragon Spike Cloak,http://forums2.battleon.com/f/fb.asp?m=14817944
Dragon Wings,5,Fire,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wings,Dragon Wings,http://forums2.battleon.com/f/fb.asp?m=11208746
Dragon Wings of the Vampire Bat,5,Darkness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Wings,Dragon Wings of the Vampire Bat,http://forums2.battleon.com/f/fb.asp?m=19185413
DragonKnight Cape,10,None,2,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cape,DragonKnight Cape,http://forums2.battleon.com/f/fb.asp?m=20278551
DragonKnight Cape,30,None,3,3,3,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cape,DragonKnight Cape,http://forums2.battleon.com/f/fb.asp?m=20278554
DragonKnight Cape,50,None,4,4,4,0,0,2,0,2,5,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Cape,DragonKnight Cape,http://forums2.battleon.com/f/fb.asp?m=20278555
DragonKnight Cape,70,None,6,6,6,0,0,3,0,5,6,3,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,Cape,DragonKnight Cape,http://forums2.battleon.com/f/fb.asp?m=20278561
DragonKnight Cape,80,None,9,9,9,0,0,5,0,7,8,5,5,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,Cape,DragonKnight Cape,http://forums2.battleon.com/f/fb.asp?m=20278562
DragonKnight Half Cape,10,None,2,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Cape,DragonKnight Half Cape,http://forums2.battleon.com/f/fb.asp?m=20885404
DragonKnight Half Cape,30,None,3,3,3,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Cape,DragonKnight Half Cape,http://forums2.battleon.com/f/fb.asp?m=20885411
DragonKnight Half Cape,50,None,4,4,4,0,0,2,0,2,5,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,Cape,DragonKnight Half Cape,http://forums2.battleon.com/f/fb.asp?m=20885488
DragonKnight Half Cape,70,None,6,6,6,0,0,3,0,5,6,3,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,12,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,Cape,DragonKnight Half Cape,http://forums2.battleon.com/f/fb.asp?m=20885501
DragonKnight Half Cape,80,None,9,9,9,0,0,5,0,7,8,5,5,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,0,0,Cape,DragonKnight Half Cape,http://forums2.battleon.com/f/fb.asp?m=20885504
DragonLord Vath Wings,10,???,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810006
DragonLord Vath Wings,20,???,2,2,2,0,0,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810008
DragonLord Vath Wings,30,???,3,3,3,0,0,4,4,2,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810009
DragonLord Vath Wings,40,???,3,3,3,0,0,4,4,3,2,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810011
DragonLord Vath Wings,50,???,4,4,4,0,0,6,6,4,3,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810015
DragonLord Vath Wings,60,???,6,6,6,0,0,7,7,5,4,4,4,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810042
DragonLord Vath Wings,70,???,8,8,8,0,0,8,8,6,5,4,4,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810043
DragonLord Vath Wings,80,???,9,9,9,0,0,10,10,7,6,5,5,5,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810045
DragonLord Vath Wings,90,???,10,10,10,0,0,10,10,9,9,5,5,5,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,0,0,0,1,Wings,DragonLord Vath Wings,http://forums2.battleon.com/f/fb.asp?m=21810049
DragonLord's Wings,20,Stone,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Wings,DragonLord's Wings,http://forums2.battleon.com/f/fb.asp?m=16716093
DragonLord's Wings,35,Stone,3,3,3,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,Wings,DragonLord's Wings,http://forums2.battleon.com/f/fb.asp?m=16716115
