Name,Level,Element,Damage,Damage Low,Damage High,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Has Special,Item Type,Attack Type,Name No Link,Link
Dragons Ex's Calibur III,31,Stone,54,46,62,3,3,3,3,0,0,2,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,1,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Dragons Ex's Calibur III,http://forums2.battleon.com/f/fb.asp?m=20069100
Dragons Ex's Calibur IV,41,Stone,63,52,74,4,4,4,4,0,0,3,5,2,3,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,1,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Dragons Ex's Calibur IV,http://forums2.battleon.com/f/fb.asp?m=20069103
Dragons Ex's Calibur V,51,Stone,70,62,78,5,5,5,5,0,0,4,6,2,4,4,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,8,1,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Dragons Ex's Calibur V,http://forums2.battleon.com/f/fb.asp?m=20069108
Dragons Ex's Calibur VI,61,Stone,77,69,85,6,6,6,8,0,0,6,7,3,5,5,5,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,9,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,9,1,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Dragons Ex's Calibur VI,http://forums2.battleon.com/f/fb.asp?m=20069115
Dragons Ex's Calibur VII,71,Stone,83,72,94,7,7,7,9,0,0,9,8,4,6,6,6,1,1,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,10,2,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,10,1,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Dragons Ex's Calibur VII,http://forums2.battleon.com/f/fb.asp?m=20069122
Dragons Ex's Calibur VIII,80,Stone,88,74,102,9,9,9,11,0,9,9,10,8,6,6,6,1,1,1,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,12,4,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,12,1,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Dragons Ex's Calibur VIII,http://forums2.battleon.com/f/fb.asp?m=20069129
Dragonsfall Blade,24,Fire,45,38,52,2,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Dragonsfall Blade,http://forums2.battleon.com/f/fb.asp?m=15093515
Dragonsfall Dagger,24,Fire,45,38,52,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Dragonsfall Dagger,http://forums2.battleon.com/f/fb.asp?m=15093342
Dragonsfall Staff,24,Fire,45,38,52,0,0,2,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,Dragonsfall Staff,http://forums2.battleon.com/f/fb.asp?m=15093976
DragonStaff of Destiny,8,Light,52,36,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,DragonStaff of Destiny,http://forums2.battleon.com/f/fb.asp?m=14087862
Dragontooth Blade,11,Stone,29,25,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sword,Melee,Dragontooth Blade,http://forums2.battleon.com/f/fb.asp?m=17067425
Dragontooth Dagger,11,Stone,29,25,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Dragontooth Dagger,http://forums2.battleon.com/f/fb.asp?m=17067450
Dragontooth Staff,11,Stone,29,25,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Staff,Magic,Dragontooth Staff,http://forums2.battleon.com/f/fb.asp?m=17067441
Drake's Blessing,14,Fire,36,26,46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sword,Melee,Drake's Blessing,http://forums2.battleon.com/f/fb.asp?m=5025867
Drake's Claw,6,Stone,21,14,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Drake's Claw,http://forums2.battleon.com/f/fb.asp?m=4624455
Dread Bandit's Sword,32,Poison,54,42,66,2,0,0,0,0,0,0,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sword,Melee,Dread Bandit's Sword,http://forums2.battleon.com/f/fb.asp?m=15314734
Dread Malclaw,45,Poison,66,60,72,3,0,0,-2,0,-2,0,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sword,Melee,Dread Malclaw,http://forums2.battleon.com/f/fb.asp?m=18148234
Dread Malspike,45,Poison,66,60,72,0,3,0,-2,0,-2,0,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Dread Malspike,http://forums2.battleon.com/f/fb.asp?m=18148274
Dread Malsting,45,Poison,66,60,72,0,0,3,-2,0,-2,0,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Staff,Magic,Dread Malsting,http://forums2.battleon.com/f/fb.asp?m=18148257
Dread Pirate Blade,1,Darkness,8.5,5,12,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Dread Pirate Blade,http://forums2.battleon.com/f/fb.asp?m=11351931
Dread Pirate Cutlass I,10,Water,33,29,37,2,0,0,0,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass I,http://forums2.battleon.com/f/fb.asp?m=21459261
Dread Pirate Cutlass II,20,Water,46,37,55,4,0,0,0,4,4,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass II,http://forums2.battleon.com/f/fb.asp?m=21459263
Dread Pirate Cutlass III,30,Water,56,46,66,5,0,0,0,5,6,3,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass III,http://forums2.battleon.com/f/fb.asp?m=21459264
Dread Pirate Cutlass IV,40,Water,65,56,74,6,0,0,0,6,7,4,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass IV,http://forums2.battleon.com/f/fb.asp?m=21459266
Dread Pirate Cutlass IX,80,Water,91,85,97,14,0,0,0,13,11,11,13,10,4,4,4,2,0,3,2,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,15,2,2,2,2,2,2,2,2,17,2,2,17,2,2,2,2,2,2,2,2,2,2,17,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass IX,http://forums2.battleon.com/f/fb.asp?m=21459272
Dread Pirate Cutlass V,50,Water,72,66,78,8,0,0,0,7,8,6,8,5,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass V,http://forums2.battleon.com/f/fb.asp?m=21459267
Dread Pirate Cutlass VI,60,Water,79,72,86,10,0,0,0,9,9,8,9,6,2,2,2,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,11,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass VI,http://forums2.battleon.com/f/fb.asp?m=21459269
Dread Pirate Cutlass VII,70,Water,85,79,91,11,0,0,0,11,10,9,11,8,2,2,2,1,0,3,1,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,1,1,1,13,1,1,13,1,1,1,1,1,1,1,1,1,1,13,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass VII,http://forums2.battleon.com/f/fb.asp?m=21459270
Dread Pirate Cutlass VIII,75,Water,88,83,93,12,0,0,0,11,11,10,11,9,3,3,3,1,0,3,2,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,2,2,2,2,2,2,2,2,15,2,2,15,2,2,2,2,2,2,2,2,2,2,15,0,1,0,1,0,0,0,0,Sword,Melee,Dread Pirate Cutlass VIII,http://forums2.battleon.com/f/fb.asp?m=21459271
Dread Pirate Poniard I,10,Water,33,29,37,0,2,0,0,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard I,http://forums2.battleon.com/f/fb.asp?m=21457832
Dread Pirate Poniard II,20,Water,46,37,55,0,4,0,0,4,4,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard II,http://forums2.battleon.com/f/fb.asp?m=21457833
Dread Pirate Poniard III,30,Water,56,46,66,0,5,0,0,5,6,3,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard III,http://forums2.battleon.com/f/fb.asp?m=21457834
Dread Pirate Poniard IV,40,Water,65,56,74,0,6,0,0,6,7,4,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard IV,http://forums2.battleon.com/f/fb.asp?m=21457843
Dread Pirate Poniard IX,80,Water,91,85,97,0,14,0,0,13,11,11,13,10,4,4,4,2,0,3,2,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,15,2,2,2,2,2,2,2,2,17,2,2,17,2,2,2,2,2,2,2,2,2,2,17,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard IX,http://forums2.battleon.com/f/fb.asp?m=21457867
Dread Pirate Poniard V,50,Water,72,66,78,0,8,0,0,7,8,6,8,5,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard V,http://forums2.battleon.com/f/fb.asp?m=21457844
Dread Pirate Poniard VI,60,Water,79,72,86,0,10,0,0,9,9,8,9,6,2,2,2,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,11,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard VI,http://forums2.battleon.com/f/fb.asp?m=21457845
Dread Pirate Poniard VII,70,Water,85,79,91,0,11,0,0,11,10,9,11,8,2,2,2,1,0,3,1,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,1,1,1,13,1,1,13,1,1,1,1,1,1,1,1,1,1,13,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard VII,http://forums2.battleon.com/f/fb.asp?m=21457856
Dread Pirate Poniard VIII,75,Water,88,83,93,0,12,0,0,11,11,10,11,9,3,3,3,1,0,3,2,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,2,2,2,2,2,2,2,2,15,2,2,15,2,2,2,2,2,2,2,2,2,2,15,0,1,0,1,0,0,0,0,Dagger,Pierce,Dread Pirate Poniard VIII,http://forums2.battleon.com/f/fb.asp?m=21457857
Dread Pirate Rod I,10,Water,33,29,37,0,0,2,0,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod I,http://forums2.battleon.com/f/fb.asp?m=21458722
Dread Pirate Rod II,20,Water,46,37,55,0,0,4,0,4,4,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod II,http://forums2.battleon.com/f/fb.asp?m=21458723
Dread Pirate Rod III,30,Water,56,46,66,0,0,5,0,5,6,3,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod III,http://forums2.battleon.com/f/fb.asp?m=21458726
Dread Pirate Rod IV,40,Water,65,56,74,0,0,6,0,6,7,4,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod IV,http://forums2.battleon.com/f/fb.asp?m=21458728
Dread Pirate Rod IX,80,Water,91,85,97,0,0,14,0,13,11,11,13,10,4,4,4,2,0,3,2,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,15,2,2,2,2,2,2,2,2,17,2,2,17,2,2,2,2,2,2,2,2,2,2,17,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod IX,http://forums2.battleon.com/f/fb.asp?m=21458739
Dread Pirate Rod V,50,Water,72,66,78,0,0,8,0,7,8,6,8,5,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod V,http://forums2.battleon.com/f/fb.asp?m=21458729
Dread Pirate Rod VI,60,Water,79,72,86,0,0,10,0,9,9,8,9,6,2,2,2,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,11,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod VI,http://forums2.battleon.com/f/fb.asp?m=21458732
Dread Pirate Rod VII,70,Water,85,79,91,0,0,11,0,11,10,9,11,8,2,2,2,1,0,3,1,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,1,1,1,13,1,1,13,1,1,1,1,1,1,1,1,1,1,13,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod VII,http://forums2.battleon.com/f/fb.asp?m=21458733
Dread Pirate Rod VIII,75,Water,88,83,93,0,0,12,0,11,11,10,11,9,3,3,3,1,0,3,2,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,2,2,2,2,2,2,2,2,15,2,2,15,2,2,2,2,2,2,2,2,2,2,15,0,1,0,1,0,0,0,0,Staff,Magic,Dread Pirate Rod VIII,http://forums2.battleon.com/f/fb.asp?m=21458737
Dread Scythe,30,Darkness / Wind,52,41,63,3,3,3,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Scythe,http://forums2.battleon.com/f/fb.asp?m=21984901
Dread Scythe,30,Darkness / Wind,52,41,63,3,3,3,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Scythe,http://forums2.battleon.com/f/fb.asp?m=18326936
Dread ShadowReaper of Doom,18,Darkness,62,45,79,4,0,0,0,-5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Axe,Melee,Dread ShadowReaper of Doom,http://forums2.battleon.com/f/fb.asp?m=20128952
Dread SkullStaff of Doom,18,Darkness,62,45,79,0,0,4,0,-5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Staff,Magic,Dread SkullStaff of Doom,http://forums2.battleon.com/f/fb.asp?m=20106002
Dread Twin Blades of Doom,18,Darkness,62,45,79,0,4,0,0,-5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Dread Twin Blades of Doom,http://forums2.battleon.com/f/fb.asp?m=20094929
Dread Wave Blaster,80,Fire,91,84,98,14,14,14,13,13,13,13,11,11,0,0,0,6,6,6,0,12,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174191
Dread Wave Blaster,70,Fire,85,78,92,10,10,10,9,9,9,9,9,9,0,0,0,4,4,4,0,10,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174190
Dread Wave Blaster,60,Fire,79,72,86,7,7,7,6,6,6,6,6,6,0,0,0,2,2,2,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174189
Dread Wave Blaster,50,Fire,72,65,79,6,6,6,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174188
Dread Wave Blaster,40,Fire,65,58,72,4,4,4,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174187
Dread Wave Blaster,30,Fire,56,49,63,3,3,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174186
Dread Wave Blaster,20,Fire,46,39,53,2,2,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174185
Dread Wave Blaster,10,Fire,33,26,40,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dread Wave Blaster,http://forums2.battleon.com/f/fb.asp?m=22174184
Dreadwyrm Katana,85,Evil,91,87,95,16,16,16,0,10,5,5,10,10,0,0,0,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dreadwyrm Katana,http://forums2.battleon.com/f/fb.asp?m=22272780
Dreadwyrm Katana,80,Evil,88,84,92,14,14,14,0,8,4,4,8,8,0,0,0,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dreadwyrm Katana,http://forums2.battleon.com/f/fb.asp?m=22272777
Dreadwyrm Katana,70,Evil,82,75,89,10,10,10,0,6,3,3,7,7,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Dreadwyrm Katana,http://forums2.battleon.com/f/fb.asp?m=22272776
