Name,Level,Element,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Item Type,Name No Link,Link
Asmodea Belt,50,Darkness,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Belt,Asmodea Belt,http://forums2.battleon.com/f/fb.asp?m=17350936
Bacon Bits,68,Bacon,0,0,0,5,5,0,6,7,6,6,6,6,1,0,0,0,4,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Belt,Bacon Bits,http://forums2.battleon.com/f/fb.asp?m=19590535
Bamboo Band,25,Nature,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,Bamboo Band,http://forums2.battleon.com/f/fb.asp?m=15865737
BatSkull Cord,28,Darkness,2,0,2,0,0,2,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Belt,BatSkull Cord,http://forums2.battleon.com/f/fb.asp?m=17039684
Beastly Waist Wrap,18,Darkness,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,Beastly Waist Wrap,http://forums2.battleon.com/f/fb.asp?m=13612956
Beginner Soulthread Loop,25,Ice,1,1,1,0,0,1,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Beginner Soulthread Loop,http://forums2.battleon.com/f/fb.asp?m=21392313
Belarr Girdle,40,Darkness,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,Belarr Girdle,http://forums2.battleon.com/f/fb.asp?m=17351495
Belt of Falconreach,5,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Belt,Belt of Falconreach,http://forums2.battleon.com/f/fb.asp?m=8515621
Belt of Falconreach II,15,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,Belt,Belt of Falconreach II,http://forums2.battleon.com/f/fb.asp?m=15135543
Belt of Falconreach III,25,None,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,Belt,Belt of Falconreach III,http://forums2.battleon.com/f/fb.asp?m=15135547
Belt of Sight,4,Wind,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Belt,Belt of Sight,http://forums2.battleon.com/f/fb.asp?m=8144889
Belt Of The Missing,25,None,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Belt,Belt Of The Missing,http://forums2.battleon.com/f/fb.asp?m=14295566
Belt of the Netherworld,4,Darkness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,Belt of the Netherworld,http://forums2.battleon.com/f/fb.asp?m=5628276
Belt of the Sea,34,Water,1,1,1,0,0,3,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Belt,Belt of the Sea,http://forums2.battleon.com/f/fb.asp?m=17452108
Bit-O-Wax Belt,36,Nature,1,0,1,2,0,3,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Belt,Bit-O-Wax Belt,http://forums2.battleon.com/f/fb.asp?m=16801705
Bittern Cinch,17,Nature,2,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,Belt,Bittern Cinch,http://forums2.battleon.com/f/fb.asp?m=17878097
Blacksmith's Leather Satchel,53,Stone,0,0,0,0,0,7,5,6,4,6,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,Belt,Blacksmith's Leather Satchel,http://forums2.battleon.com/f/fb.asp?m=20343885
Blue Leather Belt,45,None,2,2,2,0,0,5,0,5,4,4,4,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Blue Leather Belt,http://forums2.battleon.com/f/fb.asp?m=21281358
Boardrake Leather Belt,12,Darkness,1,1,1,0,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Belt,Boardrake Leather Belt,http://forums2.battleon.com/f/fb.asp?m=13613091
Boggy Belt,28,Poison,1,1,1,0,0,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,0,0,0,0,0,0,Belt,Boggy Belt,http://forums2.battleon.com/f/fb.asp?m=21638900
Broken Bone Belt,27,Nature,1,1,1,2,2,2,2,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Belt,Broken Bone Belt,http://forums2.battleon.com/f/fb.asp?m=22148036
Broken Crystal Belt,68,Water,0,0,0,0,5,5,3,6,7,6,6,6,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,Belt,Broken Crystal Belt,http://forums2.battleon.com/f/fb.asp?m=21980683
Broken Links,27,None,0,0,0,0,0,2,0,1,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,Broken Links,http://forums2.battleon.com/f/fb.asp?m=21934133
Broken Mesh Circlet,74,Water,3,3,3,2,2,6,4,7,6,6,6,6,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,1,0,0,0,0,0,0,Belt,Broken Mesh Circlet,http://forums2.battleon.com/f/fb.asp?m=21980684
Captain's Belt,31,Energy,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,Belt,Captain's Belt,http://forums2.battleon.com/f/fb.asp?m=12042549
Captain's Cinch,21,Energy,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,Belt,Captain's Cinch,http://forums2.battleon.com/f/fb.asp?m=12037024
Captain's Sash,11,Energy,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,Belt,Captain's Sash,http://forums2.battleon.com/f/fb.asp?m=12036909
Charred Armored Belt,59,Fire,3,3,3,3,3,3,3,6,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,Belt,Charred Armored Belt,http://forums2.battleon.com/f/fb.asp?m=22148039
Chocobunny Belt,5,Nature,0,0,0,0,0,2,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Belt,Chocobunny Belt,http://forums2.battleon.com/f/fb.asp?m=15865289
Chocobunny Belt,5,Nature,0,0,0,0,0,2,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Belt,Chocobunny Belt,http://forums2.battleon.com/f/fb.asp?m=21922369
Cinch of Balance,25,None,1,1,1,0,0,0,0,1,2,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Belt,Cinch of Balance,http://forums2.battleon.com/f/fb.asp?m=13446899
Clawkin Vine Belt,55,Nature,0,0,0,7,7,0,3,6,4,6,6,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,6,0,2,0,0,0,0,0,Belt,Clawkin Vine Belt,http://forums2.battleon.com/f/fb.asp?m=21281363
Coelacanth Skin Belt,43,Darkness,3,0,3,2,2,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,Belt,Coelacanth Skin Belt,http://forums2.battleon.com/f/fb.asp?m=17588463
Copper Gears,23,Metal,0,0,0,0,0,2,3,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,Copper Gears,http://forums2.battleon.com/f/fb.asp?m=20343716
Cotton Sash of the Emperor,24,Silver,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Belt,Cotton Sash of the Emperor,http://forums2.battleon.com/f/fb.asp?m=19795117
Creatioux Circle,33,Light,0,0,0,0,0,5,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,Belt,Creatioux Circle,http://forums2.battleon.com/f/fb.asp?m=17788307
Crushed Gravel Belt,32,Stone,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,Belt,Crushed Gravel Belt,http://forums2.battleon.com/f/fb.asp?m=21793310
Crystal Notched Belt I,20,Nature,0,0,0,0,3,3,3,2,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,Belt,Crystal Notched Belt I,http://forums2.battleon.com/f/fb.asp?m=22355255
Crystal Notched Belt II,40,Nature,0,0,0,0,5,5,5,4,0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,Belt,Crystal Notched Belt II,http://forums2.battleon.com/f/fb.asp?m=22355257
Crystal Notched Belt III,60,Nature,0,0,0,0,7,7,7,6,0,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,0,0,0,0,Belt,Crystal Notched Belt III,http://forums2.battleon.com/f/fb.asp?m=22355258
Crystal Notched Belt IV,80,Nature,0,0,0,0,11,11,11,8,0,8,8,8,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,0,Belt,Crystal Notched Belt IV,http://forums2.battleon.com/f/fb.asp?m=22355260
Crystal Notched Belt V,90,Nature,0,0,0,0,13,13,13,9,0,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,0,0,0,0,Belt,Crystal Notched Belt V,http://forums2.battleon.com/f/fb.asp?m=22355261
Crystalised Trithril Belt,68,Stone,0,0,0,0,5,6,2,7,5,6,6,6,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,10,0,0,1,0,0,0,0,0,0,Belt,Crystalised Trithril Belt,http://forums2.battleon.com/f/fb.asp?m=21793300
Damask Belt of the Emperor,66,Silver,5,5,5,5,0,0,7,6,6,6,6,6,2,0,0,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,8,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,Belt,Damask Belt of the Emperor,http://forums2.battleon.com/f/fb.asp?m=19795193
Dark Diviner's Belt,44,Water,2,2,2,0,0,3,5,1,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Belt,Dark Diviner's Belt,http://forums2.battleon.com/f/fb.asp?m=21980665
Dark Dragonscale Belt,19,Darkness,1,1,1,1,1,1,1,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Belt,Dark Dragonscale Belt,http://forums2.battleon.com/f/fb.asp?m=22148035
Deathknight Belt,5,None,0,0,2,-1,-1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,Deathknight Belt,http://forums2.battleon.com/f/fb.asp?m=10941783
DeathKnight Belt,40,Darkness,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belt,DeathKnight Belt,http://forums2.battleon.com/f/fb.asp?m=21828923
Defender's Belt I,40,None,0,0,3,0,0,0,3,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt I,http://forums2.battleon.com/f/fb.asp?m=18001221
Defender's Belt II,43,None,0,0,3,0,0,0,3,2,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt II,http://forums2.battleon.com/f/fb.asp?m=18001229
Defender's Belt III,46,None,0,0,5,0,0,0,5,3,0,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt III,http://forums2.battleon.com/f/fb.asp?m=18001231
Defender's Belt IV,50,None,0,0,5,0,0,0,5,3,0,5,5,5,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt IV,http://forums2.battleon.com/f/fb.asp?m=18001233
Defender's Belt IX,65,None,0,0,6,0,0,0,7,6,4,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt IX,http://forums2.battleon.com/f/fb.asp?m=19065912
Defender's Belt V,53,None,0,0,6,0,0,0,5,3,1,6,6,6,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt V,http://forums2.battleon.com/f/fb.asp?m=18245412
Defender's Belt VI,56,None,0,0,6,0,0,0,5,3,3,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt VI,http://forums2.battleon.com/f/fb.asp?m=18383195
Defender's Belt VII,58,None,0,0,6,0,0,0,5,4,3,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt VII,http://forums2.battleon.com/f/fb.asp?m=18383203
Defender's Belt VIII,62,None,0,0,6,0,0,0,6,5,3,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt VIII,http://forums2.battleon.com/f/fb.asp?m=19065909
Defender's Belt X,68,None,0,0,7,0,0,0,8,6,4,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt X,http://forums2.battleon.com/f/fb.asp?m=20170986
Defender's Belt XI,71,None,0,0,7,0,0,0,8,6,5,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XI,http://forums2.battleon.com/f/fb.asp?m=20170994
Defender's Belt XII,73,None,0,0,7,0,0,1,8,6,6,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XII,http://forums2.battleon.com/f/fb.asp?m=20170998
Defender's Belt XIII,75,None,0,0,8,0,0,2,8,6,7,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XIII,http://forums2.battleon.com/f/fb.asp?m=20540890
Defender's Belt XIV,75,None,1,1,8,0,0,2,8,6,7,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XIV,http://forums2.battleon.com/f/fb.asp?m=21348934
Defender's Belt XIX,76,None,8,8,8,0,0,2,8,7,7,6,6,6,1,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XIX,http://forums2.battleon.com/f/fb.asp?m=21732643
Defender's Belt XV,75,None,2,2,8,0,0,2,8,6,7,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XV,http://forums2.battleon.com/f/fb.asp?m=21732639
Defender's Belt XVI,75,None,4,4,8,0,0,2,8,6,7,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XVI,http://forums2.battleon.com/f/fb.asp?m=21732640
Defender's Belt XVII,75,None,6,6,8,0,0,2,8,6,7,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XVII,http://forums2.battleon.com/f/fb.asp?m=21732641
Defender's Belt XVIII,75,None,8,8,8,0,0,2,8,6,7,6,6,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XVIII,http://forums2.battleon.com/f/fb.asp?m=21732642
Defender's Belt XX,76,None,8,8,8,0,0,3,8,7,7,6,6,6,1,1,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,0,0,9,0,10,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XX,http://forums2.battleon.com/f/fb.asp?m=22069432
Defender's Belt XXI,80,None,10,10,10,0,0,5,10,7,7,6,6,6,3,3,3,0,1,0,0,0,0,0,0,0,10,2,0,0,0,0,10,0,0,0,10,0,10,0,0,1,0,0,0,0,0,0,0,10,2,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,1,0,0,Belt,Defender's Belt XXI,http://forums2.battleon.com/f/fb.asp?m=22345252
Defender's Belt XXII,85,None,11,11,11,0,0,5,11,7,7,6,6,6,4,4,4,10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,1,0,0,Belt,Defender's Belt XXII,http://forums2.battleon.com/f/fb.asp?m=22345253
